topic_id,topic_label,rank,paper_id,year,title,decision,avg_rating,avg_rating_z_year,topic_prob,openreview_url,semantic_scholar_search_url
0,model | method | image,1,0NMzBwqaAJ,2024,Not All Tokens Are What You Need for Pretraining,Accept (oral),7.666666666666667,2.755610624245837,1.0,https://openreview.net/forum?id=0NMzBwqaAJ,https://www.semanticscholar.org/search?q=Not+All+Tokens+Are+What+You+Need+for+Pretraining
16,recommendation | user | item,5,h3BdT2UMWQ,2024,Breaking Determinism: Fuzzy Modeling of Sequential Recommendation Using Discrete State Space Diffusion Model,Accept (poster),6.25,0.5800372372302798,1.0,https://openreview.net/forum?id=h3BdT2UMWQ,https://www.semanticscholar.org/search?q=Breaking+Determinism%3A+Fuzzy+Modeling+of+Sequential+Recommendation+Using+Discrete+State+Space+Diffusion+Model
17,audio | audio visual | sound,1,YCKuXkw6UL,2024,Acoustic Volume Rendering for Neural Impulse Response Fields,Accept (spotlight),7.0,1.7318113832973392,1.0,https://openreview.net/forum?id=YCKuXkw6UL,https://www.semanticscholar.org/search?q=Acoustic+Volume+Rendering+for+Neural+Impulse+Response+Fields
17,audio | audio visual | sound,2,wDDvJzvvBR,2024,Learning Spatially-Aware Language and Audio Embeddings,Accept (poster),6.5,0.9639619525859663,1.0,https://openreview.net/forum?id=wDDvJzvvBR,https://www.semanticscholar.org/search?q=Learning+Spatially-Aware+Language+and+Audio+Embeddings
17,audio | audio visual | sound,3,twpPD9UMUN,2024,"Look, Listen, and Answer: Overcoming Biases for Audio-Visual Question Answering",Accept (poster),6.333333333333333,0.7080121423488416,1.0,https://openreview.net/forum?id=twpPD9UMUN,https://www.semanticscholar.org/search?q=Look%2C+Listen%2C+and+Answer%3A+Overcoming+Biases+for+Audio-Visual+Question+Answering
17,audio | audio visual | sound,4,q5FAZAIooz,2023,Diff-Foley: Synchronized Video-to-Audio Synthesis with Latent Diffusion Models,Accept (poster),6.25,0.5274995287023815,1.0,https://openreview.net/forum?id=q5FAZAIooz,https://www.semanticscholar.org/search?q=Diff-Foley%3A+Synchronized+Video-to-Audio+Synthesis+with+Latent+Diffusion+Models
17,audio | audio visual | sound,5,CFhpBJ8eZ5,2023,Dual Mean-Teacher: An Unbiased Semi-Supervised Framework for Audio-Visual Source Localization,Accept (poster),6.2,0.45150741543614764,1.0,https://openreview.net/forum?id=CFhpBJ8eZ5,https://www.semanticscholar.org/search?q=Dual+Mean-Teacher%3A+An+Unbiased+Semi-Supervised+Framework+for+Audio-Visual+Source+Localization
18,speech | speaker | audio,1,seAuMedrm5,2024,Aligner-Encoders: Self-Attention Transformers Can Be Self-Transducers,Accept (spotlight),7.0,1.7318113832973392,1.0,https://openreview.net/forum?id=seAuMedrm5,https://www.semanticscholar.org/search?q=Aligner-Encoders%3A+Self-Attention+Transformers+Can+Be+Self-Transducers
18,speech | speaker | audio,2,V3QZCM1AQv,2024,REBORN: Reinforcement-Learned Boundary Segmentation with Iterative Training for Unsupervised ASR,Accept (poster),6.75,1.3478866679416528,1.0,https://openreview.net/forum?id=V3QZCM1AQv,https://www.semanticscholar.org/search?q=REBORN%3A+Reinforcement-Learned+Boundary+Segmentation+with+Iterative+Training+for+Unsupervised+ASR
18,speech | speaker | audio,3,T5h69frFF7,2023,UNSSOR: Unsupervised Neural Speech Separation by Leveraging Over-determined Training Mixtures,Accept (poster),6.6,1.0594443215660199,1.0,https://openreview.net/forum?id=T5h69frFF7,https://www.semanticscholar.org/search?q=UNSSOR%3A+Unsupervised+Neural+Speech+Separation+by+Leveraging+Over-determined+Training+Mixtures
18,speech | speaker | audio,4,fymr0CBDHZ,2024,SLIM: Style-Linguistics Mismatch Model for Generalized Audio Deepfake Detection,Accept (poster),6.5,0.9639619525859663,1.0,https://openreview.net/forum?id=fymr0CBDHZ,https://www.semanticscholar.org/search?q=SLIM%3A+Style-Linguistics+Mismatch+Model+for+Generalized+Audio+Deepfake+Detection
18,speech | speaker | audio,5,IxEhb4NCvy,2024,SSDM: Scalable Speech Dysfluency Modeling,Accept (poster),6.5,0.9639619525859663,1.0,https://openreview.net/forum?id=IxEhb4NCvy,https://www.semanticscholar.org/search?q=SSDM%3A+Scalable+Speech+Dysfluency+Modeling
19,anomaly | anomaly detection | detection,1,8VKxTlnejE,2024,MambaAD: Exploring State Space Models for Multi-class Unsupervised Anomaly Detection,Accept (poster),6.25,0.5800372372302798,1.0,https://openreview.net/forum?id=8VKxTlnejE,https://www.semanticscholar.org/search?q=MambaAD%3A+Exploring+State+Space+Models+for+Multi-class+Unsupervised+Anomaly+Detection
19,anomaly | anomaly detection | detection,2,sRILMnkkQd,2024,UniGAD: Unifying Multi-level Graph Anomaly Detection,Accept (poster),6.25,0.5800372372302798,1.0,https://openreview.net/forum?id=sRILMnkkQd,https://www.semanticscholar.org/search?q=UniGAD%3A+Unifying+Multi-level+Graph+Anomaly+Detection
19,anomaly | anomaly detection | detection,3,IdIVfzjPK4,2024,ARC: A Generalist Graph Anomaly Detector with In-Context Learning,Accept (poster),6.0,0.19611252187459335,1.0,https://openreview.net/forum?id=IdIVfzjPK4,https://www.semanticscholar.org/search?q=ARC%3A+A+Generalist+Graph+Anomaly+Detector+with+In-Context+Learning
19,anomaly | anomaly detection | detection,4,zNiJZUAlxg,2024,ResAD: A Simple Framework for Class Generalizable Anomaly Detection,Accept (spotlight),6.0,0.19611252187459335,1.0,https://openreview.net/forum?id=zNiJZUAlxg,https://www.semanticscholar.org/search?q=ResAD%3A+A+Simple+Framework+for+Class+Generalizable+Anomaly+Detection
19,anomaly | anomaly detection | detection,5,aW5bSuduF1,2023,Drift doesn't Matter: Dynamic Decomposition with Diffusion Reconstruction for Unstable Multivariate Time Series Anomaly Detection,Accept (poster),6.0,0.14753896237121084,1.0,https://openreview.net/forum?id=aW5bSuduF1,https://www.semanticscholar.org/search?q=Drift+doesn%27t+Matter%3A+Dynamic+Decomposition+with+Diffusion+Reconstruction+for+Unstable+Multivariate+Time+Series+Anomaly+Detection
20,watermark | watermarking | image,1,7hy5fy2OC6,2024,Invisible Image Watermarks Are Provably Removable Using Generative AI,Accept (poster),7.0,1.7318113832973392,1.0,https://openreview.net/forum?id=7hy5fy2OC6,https://www.semanticscholar.org/search?q=Invisible+Image+Watermarks+Are+Provably+Removable+Using+Generative+AI
20,watermark | watermarking | image,2,FZ45kf5pIA,2024,Edit Distance Robust Watermarks via Indexing Pseudorandom Codes,Accept (poster),6.75,1.3478866679416528,1.0,https://openreview.net/forum?id=FZ45kf5pIA,https://www.semanticscholar.org/search?q=Edit+Distance+Robust+Watermarks+via+Indexing+Pseudorandom+Codes
20,watermark | watermarking | image,3,HjeKHxK2VH,2024,WaterMax: breaking the LLM watermark detectability-robustness-quality trade-off,Accept (poster),6.5,0.9639619525859663,1.0,https://openreview.net/forum?id=HjeKHxK2VH,https://www.semanticscholar.org/search?q=WaterMax%3A+breaking+the+LLM+watermark+detectability-robustness-quality+trade-off
20,watermark | watermarking | image,4,e6KrSouGHJ,2024,Attack-Resilient Image Watermarking Using Stable Diffusion,Accept (poster),6.0,0.19611252187459335,1.0,https://openreview.net/forum?id=e6KrSouGHJ,https://www.semanticscholar.org/search?q=Attack-Resilient+Image+Watermarking+Using+Stable+Diffusion
20,watermark | watermarking | image,5,FAuFpGeLmx,2024,Segmenting Watermarked Texts From Language Models,Accept (poster),6.0,0.19611252187459335,1.0,https://openreview.net/forum?id=FAuFpGeLmx,https://www.semanticscholar.org/search?q=Segmenting+Watermarked+Texts+From+Language+Models
21,continual | continual learning | task,1,9XieH21Tlf,2023,Hierarchical Decomposition of Prompt-Based Continual Learning: Rethinking Obscured Sub-optimality,Accept (spotlight),6.4,0.7554758685010845,1.0,https://openreview.net/forum?id=9XieH21Tlf,https://www.semanticscholar.org/search?q=Hierarchical+Decomposition+of+Prompt-Based+Continual+Learning%3A+Rethinking+Obscured+Sub-optimality
21,continual | continual learning | task,2,Dokew2u49m,2024,Make Continual Learning Stronger via C-Flat,Accept (poster),6.25,0.5800372372302798,1.0,https://openreview.net/forum?id=Dokew2u49m,https://www.semanticscholar.org/search?q=Make+Continual+Learning+Stronger+via+C-Flat
21,continual | continual learning | task,3,ZZS9WEWYbD,2023,A Definition of Continual Reinforcement Learning,Accept (poster),6.142857142857143,0.36465928598902325,1.0,https://openreview.net/forum?id=ZZS9WEWYbD,https://www.semanticscholar.org/search?q=A+Definition+of+Continual+Reinforcement+Learning
21,continual | continual learning | task,4,4vp0edVY4o,2024,Continual Learning with Global Alignment,Accept (poster),6.0,0.19611252187459335,1.0,https://openreview.net/forum?id=4vp0edVY4o,https://www.semanticscholar.org/search?q=Continual+Learning+with+Global+Alignment
21,continual | continual learning | task,5,qOSFiJdVkZ,2024,Continual learning with the neural tangent ensemble,Accept (spotlight),6.0,0.19611252187459335,1.0,https://openreview.net/forum?id=qOSFiJdVkZ,https://www.semanticscholar.org/search?q=Continual+learning+with+the+neural+tangent+ensemble
22,transport | optimal transport | optimal,1,fHyLsfMDIs,2023,Entropic Neural Optimal Transport via Diffusion Processes,Accept (oral),8.25,3.5671840593517468,1.0,https://openreview.net/forum?id=fHyLsfMDIs,https://www.semanticscholar.org/search?q=Entropic+Neural+Optimal+Transport+via+Diffusion+Processes
22,transport | optimal transport | optimal,2,Xq0Jwbczkn,2024,A Combinatorial Algorithm for the Semi-Discrete Optimal Transport Problem,Accept (poster),7.0,1.7318113832973392,1.0,https://openreview.net/forum?id=Xq0Jwbczkn,https://www.semanticscholar.org/search?q=A+Combinatorial+Algorithm+for+the+Semi-Discrete+Optimal+Transport+Problem
22,transport | optimal transport | optimal,3,hGgkdFF2hR,2024,Low-Rank Optimal Transport through Factor Relaxation with Latent Coupling,Accept (poster),7.0,1.7318113832973392,1.0,https://openreview.net/forum?id=hGgkdFF2hR,https://www.semanticscholar.org/search?q=Low-Rank+Optimal+Transport+through+Factor+Relaxation+with+Latent+Coupling
22,transport | optimal transport | optimal,4,n3XuYdvhNW,2023,Fast Optimal Transport through Sliced Generalized Wasserstein Geodesics,Accept (spotlight),6.75,1.2874206613647228,1.0,https://openreview.net/forum?id=n3XuYdvhNW,https://www.semanticscholar.org/search?q=Fast+Optimal+Transport+through+Sliced+Generalized+Wasserstein+Geodesics
22,transport | optimal transport | optimal,5,4DA5vaPHFb,2024,Expectile Regularization for Fast and Accurate Training of Neural Optimal Transport,Accept (spotlight),6.6,1.1175318387282402,1.0,https://openreview.net/forum?id=4DA5vaPHFb,https://www.semanticscholar.org/search?q=Expectile+Regularization+for+Fast+and+Accurate+Training+of+Neural+Optimal+Transport
23,quantum | circuit | classical,1,EfpZNpkrm2,2024,QuanTA: Efficient High-Rank Fine-Tuning of LLMs with Quantum-Informed Tensor Adaptation,Accept (poster),7.25,2.115736098653026,1.0,https://openreview.net/forum?id=EfpZNpkrm2,https://www.semanticscholar.org/search?q=QuanTA%3A+Efficient+High-Rank+Fine-Tuning+of+LLMs+with+Quantum-Informed+Tensor+Adaptation
23,quantum | circuit | classical,2,XCkII8nCt3,2024,Non-asymptotic Approximation Error Bounds of Parameterized Quantum Circuits,Accept (spotlight),7.0,1.7318113832973392,1.0,https://openreview.net/forum?id=XCkII8nCt3,https://www.semanticscholar.org/search?q=Non-asymptotic+Approximation+Error+Bounds+of+Parameterized+Quantum+Circuits
23,quantum | circuit | classical,3,6gcY0MGNhj,2023,Statistical Analysis of Quantum State Learning Process in Quantum Neural Networks,Accept (poster),6.8,1.3634127746309568,1.0,https://openreview.net/forum?id=6gcY0MGNhj,https://www.semanticscholar.org/search?q=Statistical+Analysis+of+Quantum+State+Learning+Process+in+Quantum+Neural+Networks
23,quantum | circuit | classical,4,cGeLeh995N,2023,On the Role of Entanglement and Statistics in Learning,Accept (poster),6.75,1.2874206613647228,1.0,https://openreview.net/forum?id=cGeLeh995N,https://www.semanticscholar.org/search?q=On+the+Role+of+Entanglement+and+Statistics+in+Learning
23,quantum | circuit | classical,5,4aIpgq1nuI,2023,What Makes Data Suitable for a Locally Connected Neural Network? A Necessary and Sufficient Condition Based on Quantum Entanglement.,Accept (spotlight),6.6,1.0594443215660199,1.0,https://openreview.net/forum?id=4aIpgq1nuI,https://www.semanticscholar.org/search?q=What+Makes+Data+Suitable+for+a+Locally+Connected+Neural+Network%3F+A+Necessary+and+Sufficient+Condition+Based+on+Quantum+Entanglement.
24,ood | detection | distribution,1,VLQYtVMTYz,2024,Energy-based Hopfield Boosting for Out-of-Distribution Detection,Accept (poster),6.75,1.3478866679416528,1.0,https://openreview.net/forum?id=VLQYtVMTYz,https://www.semanticscholar.org/search?q=Energy-based+Hopfield+Boosting+for+Out-of-Distribution+Detection
24,ood | detection | distribution,2,OtU6VvXJue,2023,Learning to Augment Distributions for Out-of-distribution Detection,Accept (poster),6.75,1.2874206613647228,1.0,https://openreview.net/forum?id=OtU6VvXJue,https://www.semanticscholar.org/search?q=Learning+to+Augment+Distributions+for+Out-of-distribution+Detection
24,ood | detection | distribution,3,A5pabdZp2F,2024,MultiOOD: Scaling Out-of-Distribution Detection for Multiple Modalities,Accept (spotlight),6.666666666666667,1.219911762823091,1.0,https://openreview.net/forum?id=A5pabdZp2F,https://www.semanticscholar.org/search?q=MultiOOD%3A+Scaling+Out-of-Distribution+Detection+for+Multiple+Modalities
24,ood | detection | distribution,4,A86JTXllHa,2023,On the Importance of Feature Separability in Predicting Out-Of-Distribution Error,Accept (poster),6.5,0.9074600950335522,1.0,https://openreview.net/forum?id=A86JTXllHa,https://www.semanticscholar.org/search?q=On+the+Importance+of+Feature+Separability+in+Predicting+Out-Of-Distribution+Error
24,ood | detection | distribution,5,HZQZli6amV,2023,ID and OOD Performance Are Sometimes Inversely Correlated on Real-world Datasets,Accept (spotlight),6.4,0.7554758685010845,1.0,https://openreview.net/forum?id=HZQZli6amV,https://www.semanticscholar.org/search?q=ID+and+OOD+Performance+Are+Sometimes+Inversely+Correlated+on+Real-world+Datasets
25,distillation | teacher | student,1,tzxP9Rx0LV,2023,Knowledge Distillation Performs Partial Variance Reduction,Accept (poster),6.5,0.9074600950335522,1.0,https://openreview.net/forum?id=tzxP9Rx0LV,https://www.semanticscholar.org/search?q=Knowledge+Distillation+Performs+Partial+Variance+Reduction
25,distillation | teacher | student,2,fT1RkAgrC3,2024,Over-parameterized Student Model via Tensor Decomposition Boosted Knowledge Distillation,Accept (poster),6.25,0.5800372372302798,1.0,https://openreview.net/forum?id=fT1RkAgrC3,https://www.semanticscholar.org/search?q=Over-parameterized+Student+Model+via+Tensor+Decomposition+Boosted+Knowledge+Distillation
25,distillation | teacher | student,3,8qePPvL1VY,2023,One-for-All: Bridge the Gap Between Heterogeneous Architectures in Knowledge Distillation,Accept (poster),6.25,0.5274995287023815,1.0,https://openreview.net/forum?id=8qePPvL1VY,https://www.semanticscholar.org/search?q=One-for-All%3A+Bridge+the+Gap+Between+Heterogeneous+Architectures+in+Knowledge+Distillation
25,distillation | teacher | student,4,Poj71ASubN,2023,What Knowledge Gets Distilled in Knowledge Distillation?,Accept (poster),6.0,0.14753896237121084,1.0,https://openreview.net/forum?id=Poj71ASubN,https://www.semanticscholar.org/search?q=What+Knowledge+Gets+Distilled+in+Knowledge+Distillation%3F
25,distillation | teacher | student,5,LdZ0u1FuXb,2024,A Kernel Perspective on Distillation-based Collaborative Learning,Accept (poster),5.8,-0.11102725040995609,1.0,https://openreview.net/forum?id=LdZ0u1FuXb,https://www.semanticscholar.org/search?q=A+Kernel+Perspective+on+Distillation-based+Collaborative+Learning
26,conformal | conformal prediction | prediction,1,kkmPe0rzY1,2024,Robust Conformal Prediction Using Privileged Information,Accept (poster),6.75,1.3478866679416528,1.0,https://openreview.net/forum?id=kkmPe0rzY1,https://www.semanticscholar.org/search?q=Robust+Conformal+Prediction+Using+Privileged+Information
26,conformal | conformal prediction | prediction,2,8wvH0RZPsG,2024,Conformalized Multiple Testing after Data-dependent Selection,Accept (poster),6.25,0.5800372372302798,1.0,https://openreview.net/forum?id=8wvH0RZPsG,https://www.semanticscholar.org/search?q=Conformalized+Multiple+Testing+after+Data-dependent+Selection
26,conformal | conformal prediction | prediction,3,JD3NYpeQ3R,2024,Large language model validity via enhanced conformal prediction methods,Accept (poster),6.25,0.5800372372302798,1.0,https://openreview.net/forum?id=JD3NYpeQ3R,https://www.semanticscholar.org/search?q=Large+language+model+validity+via+enhanced+conformal+prediction+methods
26,conformal | conformal prediction | prediction,4,toYvRJ7Zmy,2023,Derandomized novelty detection with FDR control via conformal e-values,Accept (poster),6.25,0.5274995287023815,1.0,https://openreview.net/forum?id=toYvRJ7Zmy,https://www.semanticscholar.org/search?q=Derandomized+novelty+detection+with+FDR+control+via+conformal+e-values
26,conformal | conformal prediction | prediction,5,KNZYJ5zQsG,2024,Generalized Fast Exact Conformalization,Accept (poster),6.2,0.5032522941591429,1.0,https://openreview.net/forum?id=KNZYJ5zQsG,https://www.semanticscholar.org/search?q=Generalized+Fast+Exact+Conformalization
27,cache | compression | attention,1,25Ioxw576r,2024,You Only Cache Once: Decoder-Decoder Architectures for Language Models,Accept (oral),7.0,1.7318113832973392,1.0,https://openreview.net/forum?id=25Ioxw576r,https://www.semanticscholar.org/search?q=You+Only+Cache+Once%3A+Decoder-Decoder+Architectures+for+Language+Models
27,cache | compression | attention,2,gd20oaZqqF,2023,Towards Optimal Caching and Model Selection for Large Model Inference,Accept (poster),6.6,1.0594443215660199,1.0,https://openreview.net/forum?id=gd20oaZqqF,https://www.semanticscholar.org/search?q=Towards+Optimal+Caching+and+Model+Selection+for+Large+Model+Inference
27,cache | compression | attention,3,4oAt5L4lYe,2024,ArkVale: Efficient Generative LLM Inference with Recallable Key-Value Eviction,Accept (poster),6.5,0.9639619525859663,1.0,https://openreview.net/forum?id=4oAt5L4lYe,https://www.semanticscholar.org/search?q=ArkVale%3A+Efficient+Generative+LLM+Inference+with+Recallable+Key-Value+Eviction
27,cache | compression | attention,4,sgVOjDqUMT,2024,MiniCache: KV Cache Compression in Depth Dimension for Large Language Models,Accept (poster),6.5,0.9639619525859663,1.0,https://openreview.net/forum?id=sgVOjDqUMT,https://www.semanticscholar.org/search?q=MiniCache%3A+KV+Cache+Compression+in+Depth+Dimension+for+Large+Language+Models
27,cache | compression | attention,5,poE54GOq2l,2024,SnapKV: LLM Knows What You are Looking for Before Generation,Accept (poster),6.333333333333333,0.7080121423488416,1.0,https://openreview.net/forum?id=poE54GOq2l,https://www.semanticscholar.org/search?q=SnapKV%3A+LLM+Knows+What+You+are+Looking+for+Before+Generation
